market_id,reason
0x75db6b6a9af327c0d1c08e931ebcdc9579535ec501a53d03c3ce9caa258597af,no_candle_in_window
0xf67accf78543d6fc851965d26d391e8d2c4373c08f35784caf3f2bab10c3db97,no_candle_in_window
0xd5e5bbc269b30d16579278514201aef872936dc69aae5b656885c2f528f9fa1d,no_candle_in_window
0xeb03cc9cb139e4adcf57a0ec29d17034939f3a3fab5ab513ee94804e1384283c,no_candle_in_window
0xdb832640a99f81c1018ca4a6e15c80df82b2291dd2aceef6c8ce6bf80c3db127,no_candle_in_window
0x5cdfa97a139c254b09a6038056a1ac6603c2002b8903d395a94748e60855d34e,no_candle_in_window
0x5ccc8522be468ae8b8203bb237eb1aa9cbbbec015c5ba3a91baa8c9f9fa5313b,no_candle_in_window
0xc37c78c989a7cd6d418139d0a03407ac86d37de87133991a826848b394909678,no_candle_in_window
0xec031327cca195e1836573ee314967bca599aad97533efc90237c62c781ae7b0,no_candle_in_window
0x6b4450f63b9654e8dfe1b78fe7f54bdf4925cd69cb5e351e94053d7f667936a4,no_candle_in_window
0x412d22bf2cd4e21c6178077a7c5e925eba2239404f89eda21d8f81654108ce3d,no_candle_in_window
0xca1b9d978eab6124a2b7216ed87c1bb9dad9a6842a00bde007cbf5c09d320df1,no_candle_in_window
0xb94baf3415f7b0c3108f62090c7c982f6c9c21eff24e3299ebf2d3bfaf30b0a7,no_candle_in_window
0xa4348938db0fc5152e8e505932393d5e9f452d5ebfc5c01fb85d5ef2bc737bb2,no_candle_in_window
0x1f6ba48a40695eefb6bf4cc486d0008f26de3417300d5185430264de9f6f4fc5,no_candle_in_window
0x57f525c3f33a8b69ffac04f80a63c20dcbd5b436a4f28210b763fca00b283172,no_candle_in_window
0x2e1b616a5c228ac25bf28604798687d8a778d8130b00882e434f798d55d11750,no_candle_in_window
0x9e5fa7b9e370eef01006b068f47a1cfecd197470c4eaa3bc3a25ce4ea5786795,no_candle_in_window
0x4de3757f9f11cc67701ed309f4d929b2e6dee4dada9a3332e42de995c6272edb,no_candle_in_window
0xaf15399ad911612d0f03266f7c74733197ecd2e74e19432deb6e86293e1ab1e1,no_candle_in_window
0x47fb508b8157fe7bb20bf1789784335f00b2921d69317bb8761722bc0965ce6f,no_candle_in_window
0xf6b4d7c2dec68550644544c40add1d8ee07e2bedf4487cf1fe230ce493d9130e,no_candle_in_window
0x37575c91e9246e593cf9d2502a287e9817cb6c52863540ac30f8cd72bd6c7953,no_candle_in_window
0xb9956afc856de340e85dbea6094e37457cf32e9067eb8a52eecfe7dc7fddd65f,no_candle_in_window
0x7456d33d672a55a9d2ee738fc05b7936b45035f03320416b59035fe094f82f4f,no_candle_in_window
0x70cd8d33fcc8ed0c8735809725bfe9c57b9d4b6836d3c904fc23cbc2ba13a6e5,no_candle_in_window
0x1d2ecf863d42d132b0a02251e78fe62f5832855bc0623f33e04bf555994896f1,no_candle_in_window
0x4ab4e66326f266bff370c9b0a40e8b39cb41a9e37947289851b4dcc772da9ea5,no_candle_in_window
0x91ff4f4286d207dc3d42a55e3aa92c9b366cb7b4a7a03643851b816b1282c9f2,no_candle_in_window
